"name","value"
"Beta",6.09
"lambdaM",1000
"lambdaE",1000
"sigmaR",0.75
"sigmaW",0.75
"sigmaN",0.75
"alphan",0.764698906571822
"sigman",2.19919227636093e-15
"alphar",0.999999951143014
"sigmar",0.354619854951979
"alphaw",0.999999999999873
"sigmaw",0.00796737413780675
"sigmaRBC",0.174877935917148
"sigmaRetic",1.84848137934326e-09
"sigmaPd",0.851219885217968
