"name","mouse","value","time"
"logM","C",271.917940619988,17
"logE","C",3693868.19185718,17
"logR","C",2249252.02195697,17
"logW","C",12097378.4808722,17
"logN","C",1003873.1517658,17
"logM","B",551.831458966945,17
"logE","B",3924265.66268533,17
"logR","B",1827230.15721765,17
"logW","B",18597815.342999,17
"logN","B",1003873.15159458,17
"logM","A",8504.14901542451,17
"logE","A",6195879.05149065,17
"logR","A",1323178.8727106,17
"logW","A",17667135.2013275,17
"logN","A",1003873.15152493,17
"logE","GROUP",5388164.46958321,18
"logM","GROUP",2408.37555040849,18
"logN","GROUP",1256855.71161437,18
"logR","GROUP",1339869.43142541,18
"logW","GROUP",17351278.8742994,18
"logM","C",172.785245440982,18
"logE","C",4853973.82836745,18
"logR","C",1894855.49283681,18
"logW","C",13339070.2656341,18
"logN","C",1256855.71176341,18
"logM","B",105.209221398688,18
"logE","B",4871275.82881164,18
"logR","B",1963894.91335879,18
"logW","B",20300318.4909981,18
"logN","B",1256855.71154906,18
"logM","A",4086.76447329502,18
"logE","A",6808992.17285525,18
"logR","A",717099.292349845,18
"logW","A",19312466.5081518,18
"logN","A",1256855.71146187,18
"logE","GROUP",5856965.04096963,19
"logM","GROUP",481.838887846569,19
"logN","GROUP",2182777.25698614,19
"logR","GROUP",1218576.83026451,19
"logW","GROUP",18089448.3164975,19
"logM","C",114.464023157457,19
"logE","C",5367102.35985652,19
"logR","C",1581059.85445018,19
"logW","C",13992801.3792988,19
"logN","C",2182777.25724497,19
"logM","B",25.8713895481914,19
"logE","B",5731147.68738049,19
"logR","B",1519196.84400933,19
"logW","B",21086436.6639382,19
"logN","B",2182777.25687273,19
"logM","A",1530.2634142256,19
"logE","A",6632015.08606093,19
"logR","A",821570.467154833,19
"logW","A",20085370.3799275,19
"logN","A",2182777.2567213,19
"logE","GROUP",5377342.02027724,20
"logM","GROUP",133.907799745927,20
"logN","GROUP",2183193.75315497,20
"logR","GROUP",741076.887166431,20
"logW","GROUP",18094406.640158,20
"logM","C",64.2721717449867,20
"logE","C",4820773.83633981,20
"logR","C",832628.00719921,20
"logW","C",14078785.8044514,20
"logN","C",2183193.75341384,20
"logM","B",6.01723438046085,20
"logE","B",5564898.25322485,20
"logR","B",908187.979474759,20
"logW","B",21018357.5471325,20
"logN","B",2183193.75304154,20
"logM","A",444.319840308525,20
"logE","A",5649521.63396042,20
"logR","A",536278.26803782,20
"logW","A",20043129.2359913,20
"logN","A",2183193.75289009,20
