"name","mouse","value","time","box"
"logN","C",1853355.49201285,8,"01"
"logE","GROUP",1752188.69595012,9,"01"
"logM","GROUP",379714.066135813,9,"01"
"logN","GROUP",2023368.90820029,9,"01"
"logR","GROUP",992377.384832994,9,"01"
"logW","GROUP",6241969.63707423,9,"01"
"logM","A",NA,9,"01"
"logE","A",NA,9,"01"
"logR","A",NA,9,"01"
"logW","A",NA,9,"01"
"logN","A",NA,9,"01"
"logM","C",332936.85710865,9,"01"
"logE","C",729952.439901472,9,"01"
"logR","C",992377.384832455,9,"01"
"logW","C",4291148.57871014,9,"01"
"logN","C",2023368.90872022,9,"01"
"logE","GROUP",1465163.93379857,10,"01"
"logM","GROUP",130655.858899464,10,"01"
"logN","GROUP",2199695.57486126,10,"01"
"logR","GROUP",2174942.08951721,10,"01"
"logW","GROUP",6211975.83207001,10,"01"
"logM","A",NA,10,"01"
"logE","A",NA,10,"01"
"logR","A",NA,10,"01"
"logW","A",NA,10,"01"
"logN","A",NA,10,"01"
"logM","C",50396.219468232,10,"01"
"logE","C",438485.1275862,10,"01"
"logR","C",2174942.08951602,10,"01"
"logW","C",3320353.79447451,10,"01"
"logN","C",2199695.57542648,10,"01"
"logE","GROUP",1424891.90605343,11,"01"
"logM","GROUP",69439.6261975644,11,"01"
"logN","GROUP",2388728.4969797,11,"01"
"logR","GROUP",3534915.41690819,11,"01"
"logW","GROUP",6234162.70815697,11,"01"
"logM","A",NA,11,"01"
"logE","A",NA,11,"01"
"logR","A",NA,11,"01"
"logW","A",NA,11,"01"
"logN","A",NA,11,"01"
"logM","C",39309.2692035604,11,"01"
"logE","C",1104813.21348611,11,"01"
"logR","C",3534915.41690626,11,"01"
"logW","C",3773751.91665462,11,"01"
"logN","C",2388728.49759346,11,"01"
"logE","GROUP",1583108.00985343,12,"01"
"logM","GROUP",55768.3651076299,12,"01"
"logN","GROUP",2575100.72695956,12,"01"
"logR","GROUP",4262247.07154021,12,"01"
"logW","GROUP",6357579.8351955,12,"01"
"logM","A",NA,12,"01"
"logE","A",NA,12,"01"
"logR","A",NA,12,"01"
"logW","A",NA,12,"01"
"logN","A",NA,12,"01"
"logM","C",67516.4302980505,12,"01"
"logE","C",2749233.87412483,12,"01"
"logR","C",4262247.07153788,12,"01"
"logW","C",9066475.54045705,12,"01"
"logN","C",2575100.7276211,12,"01"
"logE","GROUP",1915604.94849137,13,"01"
"logM","GROUP",52936.5345845303,13,"01"
"logN","GROUP",2717030.21900383,13,"01"
"logR","GROUP",2972061.09913213,13,"01"
"logW","GROUP",6444284.70231534,13,"01"
"logM","A",NA,13,"01"
"logE","A",NA,13,"01"
"logR","A",NA,13,"01"
"logW","A",NA,13,"01"
"logN","A",NA,13,"01"
"logM","C",83141.8503493932,13,"01"
"logE","C",4809610.87716738,13,"01"
"logR","C",2972061.09913052,13,"01"
"logW","C",16468490.6489148,13,"01"
"logN","C",2717030.21970159,13,"01"
"logE","GROUP",2381742.81828734,14,"01"
"logM","GROUP",42704.1633731462,14,"01"
"logN","GROUP",2814469.69009424,14,"01"
"logR","GROUP",2658229.15872104,14,"01"
"logW","GROUP",6434999.76244975,14,"01"
"logM","A",NA,14,"01"
"logE","A",NA,14,"01"
"logR","A",NA,14,"01"
"logW","A",NA,14,"01"
"logN","A",NA,14,"01"
"logM","C",45744.5229872833,14,"01"
"logE","C",5429846.19990354,14,"01"
"logR","C",2658229.15871961,14,"01"
"logW","C",15136562.1468319,14,"01"
"logN","C",2814469.69081679,14,"01"
"logE","GROUP",2894059.46283028,15,"01"
"logM","GROUP",22859.8918744756,15,"01"
"logN","GROUP",2873189.48505968,15,"01"
"logR","GROUP",2489369.75157565,15,"01"
"logW","GROUP",6492815.89014438,15,"01"
"logM","A",NA,15,"01"
"logE","A",NA,15,"01"
"logR","A",NA,15,"01"
"logW","A",NA,15,"01"
"logN","A",NA,15,"01"
"logM","C",32270.2865996729,15,"01"
"logE","C",5678738.80100086,15,"01"
"logR","C",2489369.75157431,15,"01"
"logW","C",22456669.7185256,15,"01"
"logN","C",2873189.48579704,15,"01"
"logE","GROUP",3332487.85530304,16,"01"
"logM","GROUP",7697.530772459,16,"01"
"logN","GROUP",2905141.33182854,16,"01"
"logR","GROUP",3358236.016749,16,"01"
"logW","GROUP",6547461.28948468,16,"01"
"logM","A",NA,16,"01"
"logE","A",NA,16,"01"
"logR","A",NA,16,"01"
"logW","A",NA,16,"01"
"logN","A",NA,16,"01"
"logM","C",9434.95964462079,16,"01"
"logE","C",5723045.14859342,16,"01"
"logR","C",3358236.01674719,16,"01"
"logW","C",32593252.1975251,16,"01"
"logN","C",2905141.33257384,16,"01"
"logE","GROUP",3607305.95535866,17,"01"
"logM","GROUP",1896.99720637899,17,"01"
"logN","GROUP",2933846.16241024,17,"01"
"logR","GROUP",2476436.70374792,17,"01"
"logW","GROUP",6520600.87114961,17,"01"
"logM","A",NA,17,"01"
"logE","A",NA,17,"01"
"logR","A",NA,17,"01"
"logW","A",NA,17,"01"
"logN","A",NA,17,"01"
"logM","C",1231.55032588447,17,"01"
"logE","C",6587747.08876872,17,"01"
"logR","C",2476436.70374659,17,"01"
"logW","C",26883361.0480154,17,"01"
"logN","C",2933846.16316267,17,"01"
"logE","GROUP",3717565.89347448,18,"01"
"logM","GROUP",450.697107022462,18,"01"
"logN","GROUP",2947370.26018646,18,"01"
"logR","GROUP",1426839.55892386,18,"01"
"logW","GROUP",6474824.10714913,18,"01"
"logM","A",NA,18,"01"
"logE","A",NA,18,"01"
"logR","A",NA,18,"01"
"logW","A",NA,18,"01"
"logN","A",NA,18,"01"
"logM","C",298.794271346339,18,"01"
"logE","C",6557125.2507234,18,"01"
"logR","C",1426839.55892309,18,"01"
"logW","C",19414793.0402833,18,"01"
"logN","C",2947370.26094221,18,"01"
"logE","GROUP",3750546.93976452,19,"01"
"logM","GROUP",136.401138664569,19,"01"
"logN","GROUP",2946507.73109341,19,"01"
"logR","GROUP",1954288.8521235,19,"01"
"logW","GROUP",6392439.76603955,19,"01"
"logM","A",NA,19,"01"
"logE","A",NA,19,"01"
"logR","A",NA,19,"01"
"logW","A",NA,19,"01"
"logN","A",NA,19,"01"
"logM","C",118.182792779723,19,"01"
"logE","C",5519222.96778049,19,"01"
"logR","C",1954288.85212244,19,"01"
"logW","C",10757697.0961698,19,"01"
"logN","C",2946507.73184893,19,"01"
"logE","GROUP",3832242.46443139,20,"01"
"logM","GROUP",63.0800895037682,20,"01"
"logN","GROUP",2945298.63486837,20,"01"
"logR","GROUP",2404512.7063988,20,"01"
"logW","GROUP",6395088.17145594,20,"01"
"logM","A",NA,20,"01"
"logE","A",NA,20,"01"
"logR","A",NA,20,"01"
"logW","A",NA,20,"01"
"logN","A",NA,20,"01"
"logM","C",122.95924410741,20,"01"
"logE","C",5038285.17081007,20,"01"
"logR","C",2404512.7063975,20,"01"
"logW","C",10995852.8998741,20,"01"
"logN","C",2945298.63562362,20,"01"
"logE","GROUP",8236693.31327794,0,"02"
"logM","GROUP",726.274748583445,0,"02"
"logN","GROUP",581279.366942973,0,"02"
"logR","GROUP",304726.601224452,0,"02"
"logW","GROUP",3552004.73785104,0,"02"
"logM","B",515.084528808208,0,"02"
"logE","B",8253845.46968691,0,"02"
"logR","B",304726.60122471,0,"02"
"logW","B",1372376.13227635,0,"02"
"logN","B",581279.367489781,0,"02"
"logM","A",1134.89361468899,0,"02"
"logE","A",7833553.23227675,0,"02"
"logR","A",304726.601222154,0,"02"
"logW","A",1367705.84813794,0,"02"
"logN","A",581279.366385721,0,"02"
"logE","GROUP",7914835.6240871,1,"02"
"logM","GROUP",3678.01581412396,1,"02"
"logN","GROUP",578193.900692738,1,"02"
"logR","GROUP",817938.272293467,1,"02"
"logW","GROUP",3553404.38863202,1,"02"
"logM","B",2496.52903385189,1,"02"
"logE","B",7996069.62517253,1,"02"
"logR","B",817938.27229416,1,"02"
"logW","B",1371983.7110156,1,"02"
"logN","B",578193.90123665,1,"02"
"logM","A",5439.20374621096,1,"02"
"logE","A",7577010.71719274,1,"02"
"logR","A",817938.2722873,1,"02"
"logW","A",1360352.97737966,1,"02"
"logN","A",578193.900138447,1,"02"
"logE","GROUP",7608513.69331822,2,"02"
"logM","GROUP",17610.7682678875,2,"02"
"logN","GROUP",582644.178542986,2,"02"
"logR","GROUP",451009.265196386,2,"02"
"logW","GROUP",3832917.21953506,2,"02"
"logM","B",12184.0586945984,2,"02"
"logE","B",8252748.41491081,2,"02"
"logR","B",451009.265196768,2,"02"
"logW","B",1533507.3786204,2,"02"
"logN","B",582644.179091072,2,"02"
"logM","A",26290.0143240518,2,"02"
"logE","A",7833168.41769341,2,"02"
"logR","A",451009.265192986,2,"02"
"logW","A",1553288.43819588,2,"02"
"logN","A",582644.177984446,2,"02"
"logE","GROUP",7442405.92668979,3,"02"
"logM","GROUP",85624.5870556557,3,"02"
"logN","GROUP",608214.088015764,3,"02"
"logR","GROUP",628066.714884077,3,"02"
"logW","GROUP",4727721.12307806,3,"02"
"logM","B",58147.1795494369,3,"02"
"logE","B",8129869.85259686,3,"02"
"logR","B",628066.714884609,3,"02"
"logW","B",2114343.68079194,3,"02"
"logN","B",608214.088587916,3,"02"
"logM","A",123547.807467472,3,"02"
"logE","A",7698795.80167292,3,"02"
"logR","A",628066.714879343,3,"02"
"logW","A",2268013.63092225,3,"02"
"logN","A",608214.087432735,3,"02"
"logE","GROUP",7242885.05705477,4,"02"
"logM","GROUP",394807.761450256,4,"02"
"logN","GROUP",641261.259812062,4,"02"
"logR","GROUP",686685.124786106,4,"02"
"logW","GROUP",6350321.19921802,4,"02"
"logM","B",258665.573016827,4,"02"
"logE","B",8117973.83239191,4,"02"
