"name","mouse","value","time"
"logE","A",7258450.16641709,3
"logR","A",763309.02980217,3
"logW","A",2953562.43609509,3
"logN","A",784393.646131821,3
"logE","GROUP",7657238.59656322,4
"logM","GROUP",263789.829010395,4
"logN","GROUP",852046.599481779,4
"logR","GROUP",947499.589404758,4
"logW","GROUP",3849573.2773797,4
"logM","C",1600.97289216969,4
"logE","C",7857327.28260868,4
"logR","C",848143.072767534,4
"logW","C",2923563.41914289,4
"logN","C",852046.599481776,4
"logM","B",290135.256927916,4
"logE","B",7968092.53667015,4
"logR","B",654180.499121099,4
"logW","B",4847202.30100335,4
"logN","B",852046.599481776,4
"logM","A",362893.063669753,4
"logE","A",7186513.52767494,4
"logR","A",722373.452191534,4
"logW","A",3922233.3070764,4
"logN","A",852046.599481779,4
"logE","GROUP",7802520.11998543,5
"logM","GROUP",1125495.36166841,5
"logN","GROUP",928249.347663406,5
"logR","GROUP",892480.329535613,5
"logW","GROUP",5644448.69957429,5
"logM","C",6318.50265444435,5
"logE","C",7892277.67111463,5
"logR","C",598372.145020061,5
"logW","C",4287575.91190995,5
"logN","C",928249.347663401,5
"logM","B",897389.864625296,5
"logE","B",7553149.30797475,5
"logR","B",640467.55577079,5
"logW","B",7136374.78030759,5
"logN","B",928249.347663404,5
"logM","A",1180998.14513594,5
"logE","A",6781911.47953545,5
"logR","A",783725.78367271,5
"logW","A",5749893.04507394,5
"logN","A",928249.347663409,5
"logE","GROUP",6826805.60279539,6
"logM","GROUP",2747674.83851433,6
"logN","GROUP",969483.767139311,6
"logR","GROUP",731836.398182851,6
"logW","GROUP",8442830.52557985,6
"logM","C",20810.8907865192,6
"logE","C",7605248.602546,6
"logR","C",387864.971767555,6
"logW","C",6414349.29956798,6
"logN","C",969483.767139306,6
"logM","B",1934944.36994161,6
"logE","B",6556275.2150425,6
"logR","B",499104.368436351,6
"logW","B",10736716.272237,6
"logN","B",969483.76713931,6
"logM","A",2753964.69053975,6
"logE","A",5725011.55132613,6
"logR","A",567735.735377762,6
"logW","A",8584862.28979948,6
"logN","A",969483.767139318,6
"logE","GROUP",4886117.66227054,7
"logM","GROUP",1983287.85985589,7
"logN","GROUP",970116.112723352,7
"logR","GROUP",704619.660947483,7
"logW","GROUP",9908194.93989999,7
"logM","C",50247.6568578842,7
"logE","C",7061015.78873235,7
"logR","C",464878.977036595,7
"logW","C",7523120.79499579,7
"logN","C",970116.112723345,7
"logM","B",1961228.37471058,7
"logE","B",4673210.01377794,7
"logR","B",373637.154125204,7
"logW","B",12688446.2564189,7
"logN","B",970116.112723349,7
"logM","A",2975219.27914308,7
"logE","A",3483543.24637862,7
"logR","A",518201.997706295,7
"logW","A",10026851.9204947,7
"logN","A",970116.112723357,7
"logE","GROUP",3482151.02150884,8
"logM","GROUP",465986.69545614,8
"logN","GROUP",1003314.53013699,8
"logR","GROUP",759027.652063412,8
"logW","GROUP",7222963.60449729,8
"logM","C",98635.5876775262,8
"logE","C",6572154.40217892,8
"logR","C",469031.876072696,8
"logW","C",5462668.23964613,8
"logN","C",1003314.53013699,8
"logM","B",660837.18879632,8
"logE","B",2823385.53084201,8
"logR","B",489459.705450908,8
"logW","B",9295593.73586658,8
"logN","B",1003314.53013699,8
"logM","A",818814.279051423,8
"logE","A",1493649.68493288,8
"logR","A",593104.595538142,8
"logW","A",7279904.91217296,8
"logN","A",1003314.530137,8
"logE","GROUP",2899998.68438153,9
"logM","GROUP",434774.141549749,9
"logN","GROUP",1316260.18461887,9
"logR","GROUP",904226.458762243,9
"logW","GROUP",5799799.08165927,9
"logM","C",238027.47280076,9
"logE","C",6022470.97186268,9
"logR","C",463201.025417768,9
"logW","C",4353972.2613985,9
"logN","C",1316260.18461887,9
"logM","B",162915.672224534,9
"logE","B",2005282.15807125,9
"logR","B",835826.67725677,9
"logW","B",7491089.52486811,9
"logN","B",1316260.18461887,9
"logM","A",77901.263079803,9
"logE","A",871608.602337876,9
"logR","A",879145.06537701,9
"logW","A",5856040.96390454,9
"logN","A",1316260.18461888,9
"logE","GROUP",2305394.88553109,10
"logM","GROUP",287962.145720529,10
"logN","GROUP",1965067.83242246,10
"logR","GROUP",1359234.94060703,10
"logW","GROUP",5661574.72067812,10
"logM","C",593384.009583259,10
"logE","C",5107191.76692084,10
"logR","C",593537.154359455,10
"logW","C",4201849.66264794,10
"logN","C",1965067.83242245,10
"logM","B",43439.6859652146,10
"logE","B",1688479.46837534,10
"logR","B",1997345.79146932,10
"logW","B",7331844.0027345,10
"logN","B",1965067.83242245,10
"logM","A",7716.88966861271,10
"logE","A",789408.234850744,10
"logR","A",2219131.84289154,10
"logW","A",5765298.0332759,10
"logN","A",1965067.83242247,10
"logE","GROUP",2078602.49020237,11
"logM","GROUP",133028.710176487,11
"logN","GROUP",2913753.83344914,11
"logR","GROUP",1695446.26050892,11
"logW","GROUP",5045743.51211793,11
"logM","C",1162727.17005009,11
"logE","C",3644126.67931902,11
"logR","C",649209.940240116,11
"logW","C",3682201.20195876,11
"logN","C",2913753.83344913,11
"logM","B",21111.7843473317,11
"logE","B",2137750.90037936,11
"logR","B",3761121.88785988,11
"logW","B",6556825.83630687,11
"logN","B",2913753.83344912,11
"logM","A",3594.71778609936,11
"logE","A",1560500.88950928,11
"logR","A",3462702.30753801,11
"logW","A",5201419.82396163,11
"logN","A",2913753.83344916,11
"logE","GROUP",1821566.74429459,12
"logM","GROUP",92485.4986296111,12
"logN","GROUP",4215689.21705056,12
"logR","GROUP",1742274.85762502,12
"logW","GROUP",5097096.07877526,12
"logM","C",1334523.77701371,12
"logE","C",1662993.17420594,12
"logR","C",560313.572331056,12
"logW","C",3651869.81267186,12
"logN","C",4215689.21705054,12
"logM","B",25767.4819783591,12
"logE","B",3588125.49815949,12
"logR","B",4107355.87331643,12
"logW","B",6637601.66324468,12
"logN","B",4215689.21705053,12
"logM","A",4351.2811387252,12
"logE","A",2805602.0847348,12
"logR","A",4257090.5253888,12
"logW","A",5340666.13421247,12
"logN","A",4215689.21705059,12
"logE","GROUP",2061457.08704299,13
"logM","GROUP",47842.83047062,13
"logN","GROUP",3746272.52905101,13
"logR","GROUP",2075742.38085054,13
"logW","GROUP",5600959.09273862,13
"logM","C",177546.007730299,13
"logE","C",183210.478736395,13
"logR","C",2136474.97653621,13
"logW","C",3942281.5561883,13
"logN","C",3746272.52905099,13
"logM","B",38230.1703439787,13
"logE","B",4439244.35522518,13
"logR","B",3044894.41463614,13
"logW","B",7300337.82402429,13
"logN","B",3746272.52905098,13
"logM","A",6847.79303756645,13
"logE","A",3876383.71605927,13
"logR","A",3668414.02229701,13
"logW","A",5973755.47993525,13
"logN","A",3746272.52905104,13
"logE","GROUP",3897318.86389018,14
"logM","GROUP",36321.0763967626,14
"logN","GROUP",3595134.29898221,14
"logR","GROUP",2372703.10407476,14
"logW","GROUP",7784805.10189927,14
"logM","C",37850.135629848,14
"logE","C",427498.857048465,14
"logR","C",3478823.69729475,14
"logW","C",5400091.94625501,14
"logN","C",3595134.29898219,14
"logM","B",53061.3210097526,14
"logE","B",4521406.04883148,14
"logR","B",3131565.50872181,14
"logW","B",10127624.4192297,14
"logN","B",3595134.29898218,14
"logM","A",11495.9464438504,14
"logE","A",4574871.37362914,14
"logR","A",4529427.24151272,14
"logW","A",8467149.82515313,14
"logN","A",3595134.29898224,14
"logE","GROUP",3467852.36163379,15
"logM","GROUP",33003.0302095807,15
"logN","GROUP",2968818.68331691,15
"logR","GROUP",1997235.15901051,15
"logW","GROUP",11885471.4107937,15
"logM","C",22942.3784300404,15
"logE","C",1541775.64960061,15
"logR","C",3346468.97144488,15
"logW","C",8151492.70420728,15
"logN","C",2968818.6833169,15
"logM","B",53583.9366114492,15
"logE","B",4761714.20053215,15
"logR","B",2311411.4498651,15
"logW","B",15365326.7834974,15
"logN","B",2968818.68331689,15
"logM","A",18601.4751884389,15
"logE","A",6101900.69078219,15
"logR","A",2707793.82039584,15
"logW","A",13208433.5224388,15
"logN","A",2968818.68331692,15
"logE","GROUP",3872173.9598428,16
"logM","GROUP",25721.8723964846,16
"logN","GROUP",2367698.92807743,16
"logR","GROUP",1680273.30292683,16
"logW","GROUP",16159426.5040014,16
"logM","C",14333.6755341227,16
"logE","C",2651177.83939123,16
"logR","C",2214620.51873293,16
"logW","C",10999221.7634381,16
"logN","C",2367698.92807743,16
"logM","B",24332.1450958138,16
"logE","B",4625956.9977972,16
"logR","B",1708563.46311337,16
"logW","B",20651396.180154,16
"logN","B",2367698.92807742,16
"logM","A",18038.8507204142,16
"logE","A",6251763.38953099,16
"logR","A",2306133.13179007,16
"logW","A",18352836.3735696,16
"logN","A",2367698.92807744,16
"logE","GROUP",4135300.50204671,17
"logM","GROUP",19656.1538586575,17
"logN","GROUP",2080586.37066215,17
"logR","GROUP",1681210.59354748,17
"logW","GROUP",19956844.8059826,17
"logM","C",5589.56559790026,17
"logE","C",2982450.13197051,17
"logR","C",2661710.78242884,17
"logW","C",13547286.8884521,17
"logN","C",2080586.37066215,17
"logM","B",3905.9919980591,17
"logE","B",4354152.41684973,17
"logR","B",1450737.09427366,17
"logW","B",25116668.7752979,17
"logN","B",2080586.37066214,17
"logM","A",9745.11335055587,17
"logE","A",6453001.60848533,17
"logR","A",2294262.33994393,17
"logW","A",23115789.569619,17
"logN","A",2080586.37066215,17
"logE","GROUP",4248316.69548779,18
"logM","GROUP",2796.99059963892,18
"logN","GROUP",1972618.72636993,18
"logR","GROUP",1399305.48130181,18
"logW","GROUP",19688618.6793156,18
"logM","C",2134.81649291967,18
"logE","C",3899421.47560591,18
"logR","C",3039071.53410459,18
"logW","C",13382854.6521771,18
"logN","C",1972618.72636993,18
"logM","B",219.522267806579,18
"logE","B",4062654.48047369,18
"logR","B",962526.528288328,18
"logW","B",24490916.9109543,18
"logN","B",1972618.72636993,18
"logM","A",3326.67946201835,18
"logE","A",6869362.04891685,18
"logR","A",1200359.42337288,18
"logW","A",23029447.7502388,18
"logN","A",1972618.72636993,18
"logE","GROUP",4516166.75569957,19
"logM","GROUP",758.764249014595,19
"logN","GROUP",1949683.09439022,19
"logR","GROUP",1529757.32486307,19
"logW","GROUP",19196725.5856603,19
"logM","C",1421.70417105837,19
"logE","C",5218494.88918449,19
"logR","C",3215833.27911105,19
"logW","C",13080989.3283338,19
"logN","C",1949683.09439023,19
"logM","B",6.90441552071976,19
"logE","B",3396655.07269543,19
"logR","B",1217349.01273348,19
"logW","B",23835334.63491,19
"logN","B",1949683.09439022,19
"logM","A",913.65979578387,19
"logE","A",6311056.78741925,19
"logR","A",1406247.15160511,19
"logW","A",22425642.2630461,19
"logN","A",1949683.09439021,19
"logE","GROUP",4563123.5550984,20
"logM","GROUP",473.270757512107,20
"logN","GROUP",1951653.96508861,20
"logR","GROUP",1376849.8490458,20
"logW","GROUP",19185188.5710513,20
"logM","C",1456.93540646943,20
"logE","C",6691355.12424405,20
"logR","C",1954781.9353687,20
"logW","C",13105821.2332763,20
"logN","C",1951653.96508861,20
"logM","B",0.157300347972618,20
"logE","B",3024935.35276784,20
"logR","B",835214.696025885,20
"logW","B",23785509.3555504,20
"logN","B",1951653.96508861,20
"logM","A",236.392052524405,20
"logE","A",5991478.3563796,20
"logR","A",1963480.10073096,20
"logW","A",22386615.1632184,20
"logN","A",1951653.9650886,20
