"name","mouse","value","time"
"logR","C",271678.851166907,6
"logW","C",15614408.7893675,6
"logN","C",720231.533726841,6
"logM","B",2266729.91296222,6
"logE","B",4303587.71533416,6
"logR","B",205027.730622098,6
"logW","B",8540265.59403675,6
"logN","B",720231.533697267,6
"logM","A",3028717.95485517,6
"logE","A",9470326.29777193,6
"logR","A",304112.070433933,6
"logW","A",23047323.1234879,6
"logN","A",720231.533704302,6
"logE","GROUP",4516533.83107788,7
"logM","GROUP",1135384.44138863,7
"logN","GROUP",683889.169344243,7
"logR","GROUP",308650.818299091,7
"logW","GROUP",13848131.3573068,7
"logM","C",1091665.80176533,7
"logE","C",3718631.64657198,7
"logR","C",363292.33702304,7
"logW","C",15030570.1674335,7
"logN","C",683889.169359174,7
"logM","B",1393915.45061488,7
"logE","B",2317733.84549196,7
"logR","B",250675.744918994,7
"logW","B",8391352.93593941,7
"logN","B",683889.169331095,7
"logM","A",1393324.62651239,7
"logE","A",6689500.35852119,7
"logR","A",320598.837183295,7
"logW","A",21070539.8230774,7
"logN","A",683889.16933777,7
"logE","GROUP",3592371.52655032,8
"logM","GROUP",235506.010447676,8
"logN","GROUP",568880.999241027,8
"logR","GROUP",531245.842567926,8
"logW","GROUP",7885786.70335743,8
"logM","C",124229.158987851,8
"logE","C",2637067.08291633,8
"logR","C",622215.493620239,8
"logW","C",8787812.72590076,8
"logN","C",568880.999253446,8
"logM","B",190742.952028726,8
"logE","B",1147618.97645649,8
"logR","B",422528.735937748,8
"logW","B",4540734.26094139,8
"logN","B",568880.999230094,8
"logM","A",346394.260572326,8
"logE","A",5200605.47807933,8
"logR","A",568518.890542614,8
"logW","A",12247748.2957734,8
"logN","A",568880.999235641,8
"logE","GROUP",3518785.96813223,9
"logM","GROUP",94485.0023019212,9
"logN","GROUP",608750.214656008,9
"logR","GROUP",777920.851592432,9
"logW","GROUP",7257713.93132675,9
"logM","C",42084.411358293,9
"logE","C",2625279.85602398,9
"logR","C",1024569.85149549,9
"logW","C",8428023.02675707,9
"logN","C",608750.214669297,9
"logM","B",42252.2951989253,9
"logE","B",969752.179490646,9
"logR","B",559115.295027272,9
"logW","B",4010887.62681804,9
"logN","B",608750.214644314,9
"logM","A",221745.747095478,9
"logE","A",4924198.29178355,9
"logR","A",821180.027491719,9
"logW","A",11263955.8591688,9
"logN","A",608750.214650243,9
"logE","GROUP",2891107.72072361,10
"logM","GROUP",60751.0430518156,10
"logN","GROUP",646754.379948904,10
"logR","GROUP",2265007.51470244,10
"logW","GROUP",12792812.6911008,10
"logM","C",21405.2508993329,10
"logE","C",3046437.23137485,10
"logR","C",2642697.88191868,10
"logW","C",15194695.1137255,10
"logN","C",646754.379963021,10
"logM","B",12366.6391542736,10
"logE","B",1000204.73433041,10
"logR","B",1734392.13775816,10
"logW","B",6797202.61515215,10
"logN","B",646754.379936485,10
"logM","A",167972.337147006,10
"logE","A",4962414.03649871,10
"logR","A",2555679.81874793,10
"logW","A",20272375.3781493,10
"logN","A",646754.379942779,10
"logE","GROUP",2359638.08582643,11
"logM","GROUP",38189.4094796115,11
"logN","GROUP",754554.653976807,11
"logR","GROUP",2890435.27410594,11
"logW","GROUP",9714161.59702742,11
"logM","C",8007.74614819514,11
"logE","C",5082553.29432104,11
"logR","C",2668587.87325712,11
"logW","C",10938641.2786745,11
"logN","C",754554.653993277,11
"logM","B",4943.30316136531,11
"logE","B",2151625.18088702,11
"logR","B",2639914.22582972,11
"logW","B",5040337.71729001,11
"logN","B",754554.653962321,11
"logM","A",62756.0762008866,11
"logE","A",6687824.43664312,11
"logR","A",3460032.91985687,11
"logW","A",16593634.7710042,11
"logN","A",754554.653969661,11
"logE","GROUP",2288063.50902244,12
"logM","GROUP",23022.3908807885,12
"logN","GROUP",1041551.72446946,12
"logR","GROUP",2357585.38755458,12
"logW","GROUP",29453234.1908674,12
"logM","C",10818.5779583846,12
"logE","C",7040793.08867285,12
"logR","C",2449266.82678072,12
"logW","C",32665653.1723426,12
"logN","C",1041551.72449219,12
"logM","B",8986.3569689125,12
"logE","B",4094695.61493839,12
"logR","B",2060992.94632597,12
"logW","B",15043311.7203623,12
"logN","B",1041551.72444947,12
"logM","A",68754.0960363933,12
"logE","A",9292014.66675475,12
"logR","A",2613543.50047609,12
"logW","A",52311140.7449518,12
"logN","A",1041551.72445959,12
"logE","GROUP",2437041.58313205,13
"logM","GROUP",3704.770939908,13
"logN","GROUP",1402156.3554578,13
"logR","GROUP",1791146.57809069,13
"logW","GROUP",22059553.075839,13
"logM","C",1887.86161683225,13
"logE","C",8521589.30436964,13
"logR","C",1977608.38650591,13
"logW","C",24060011.3033442,13
"logN","C",1402156.35548841,13
"logM","B",4012.9234618461,13
"logE","B",5189922.89107139,13
"logR","B",1799392.22830009,13
"logW","B",11289481.1782571,13
"logN","B",1402156.35543089,13
"logM","A",4721.97945745042,13
"logE","A",10788398.6252164,13
"logR","A",1620896.36202594,13
"logW","A",39676204.691429,13
"logN","A",1402156.35544451,13
"logE","GROUP",3780328.87453307,14
"logM","GROUP",1847.51533607267,14
"logN","GROUP",1950493.2449175,14
"logR","GROUP",2229617.9302546,14
"logW","GROUP",25328823.8467578,14
"logM","C",1017.60308592931,14
"logE","C",9209941.21247161,14
"logR","C",2549474.49437881,14
"logW","C",27472693.246518,14
"logN","C",1950493.24496009,14
"logM","B",3977.16012782345,14
"logE","B",5712471.25398046,14
"logR","B",2409747.6503742,14
"logW","B",13078733.7835073,14
"logN","B",1950493.24488007,14
"logM","A",1048.97847750189,14
"logE","A",11045601.5487943,14
"logR","A",1814097.61692819,14
"logW","A",45447664.9259277,14
"logN","A",1950493.24489901,14
"logE","GROUP",4277466.11933822,15
"logM","GROUP",1665.19176605271,15
"logN","GROUP",3081861.00890521,15
"logR","GROUP",2320706.93451941,15
"logW","GROUP",15981160.1909396,15
"logM","C",507.107944284045,15
"logE","C",10014621.3141953,15
"logR","C",2146620.8025736,15
"logW","C",16917691.3720355,15
"logN","C",3081861.0089725,15
"logM","B",3815.39342048837,15
"logE","B",6358282.44264372,15
"logR","B",2502117.72770225,15
"logW","B",8597413.35721902,15
"logN","B",3081861.00884609,15
"logM","A",160.094045287856,15
"logE","A",11041992.9151834,15
"logR","A",2340483.8254055,15
"logW","A",28105455.6954788,15
"logN","A",3081861.00887599,15
"logE","GROUP",4593752.05015842,16
"logM","GROUP",2412.49512945011,16
"logN","GROUP",4302228.47729073,16
"logR","GROUP",2148935.94754538,16
"logW","GROUP",15517636.5639803,16
"logM","C",595.343800156447,16
"logE","C",9511025.51994042,16
"logR","C",2126844.97730546,16
"logW","C",15732196.2011476,16
"logN","C",4302228.47738469,16
"logM","B",6227.57093341408,16
"logE","B",6218059.35472206,16
"logR","B",2052180.94796448,16
"logW","B",8810325.43834445,16
"logN","B",4302228.47720822,16
"logM","A",94.8650619578047,16
"logE","A",10616476.9448438,16
"logR","A",2285317.17749739,16
"logW","A",26994233.2215182,16
"logN","A",4302228.47724993,16
"logE","GROUP",5105905.91653421,17
"logM","GROUP",3051.49392865195,17
"logN","GROUP",4492903.07982946,17
"logR","GROUP",1843970.26893394,17
"logW","GROUP",17376015.0769825,17
"logM","C",647.99864454537,17
"logE","C",8101778.65905404,17
"logR","C",1868567.77494932,17
"logW","C",16797910.2996989,17
"logN","C",4492903.07992757,17
"logM","B",7770.82558243186,17
"logE","B",4884159.69124947,17
"logR","B",1834114.35325305,17
"logW","B",10465793.0596707,17
"logN","B",4492903.07974332,17
"logM","A",51.0786139916128,17
"logE","A",9236447.60343027,17
"logR","A",1836720.36799724,17
"logW","A",29905344.3995876,17
"logN","A",4492903.07978684,17
"logE","GROUP",5480417.61462692,18
"logM","GROUP",1840.58983504964,18
"logN","GROUP",3143184.5032408,18
"logR","GROUP",1092697.71919828,18
"logW","GROUP",21687206.4275901,18
"logM","C",466.945937261536,18
"logE","C",6383902.69596993,18
"logR","C",913174.947374027,18
"logW","C",20301734.1940475,18
"logN","C",3143184.50330942,18
"logM","B",5097.36529329887,18
"logE","B",3427158.30669276,18
"logR","B",1220500.10156823,18
"logW","B",13653422.6947485,18
"logN","B",3143184.50318055,18
"logM","A",13.9233871637026,18
"logE","A",7377207.46235118,18
"logR","A",1169926.81749653,18
"logW","A",36936142.6140729,18
"logN","A",3143184.50321097,18
"logE","GROUP",5054210.46295942,19
"logM","GROUP",357.795116024151,19
"logN","GROUP",2437076.19348458,19
"logR","GROUP",1182881.98029463,19
"logW","GROUP",14145763.9971971,19
"logM","C",114.517687550802,19
"logE","C",4752949.3452056,19
"logR","C",956450.252118666,19
"logW","C",13062081.6245013,19
"logN","C",2437076.19353777,19
"logM","B",835.148181672665,19
"logE","B",2359239.67043841,19
"logR","B",1195797.9451365,19
"logW","B",9092269.46445448,19
"logN","B",2437076.19343788,19
"logM","A",0.779576855809325,19
"logE","A",5915987.3391816,19
"logR","A",1447912.01095795,19
"logW","A",23848539.193339,19
"logN","A",2437076.19346145,19
"logE","GROUP",5002143.07147827,20
"logM","GROUP",93.8280733237898,20
"logN","GROUP",2438357.75968145,20
"logR","GROUP",869687.084609322,20
"logW","GROUP",14142973.2118552,20
"logM","C",46.2242897939679,20
"logE","C",3726327.27318204,20
"logR","C",907502.472515779,20
"logW","C",13079195.4214687,20
"logN","C",2438357.75973466,20
"logM","B",198.428591629271,20
"logE","B",1791325.16664885,20
"logR","B",758329.686724374,20
"logW","B",9166879.1507696,20
"logN","B",2438357.75963473,20
"logM","A",0.133735353505198,20
"logE","A",5288489.96879079,20
"logR","A",953974.81093832,20
"logW","A",23609160.5616148,20
"logN","A",2438357.75965831,20
