"name","value"
"Beta",6.09
"lambdaM",1000
"lambdaE",1000
"sigmaR",0.75
"sigmaW",0.75
"sigmaN",0.75
"alphan",0.999998752691025
"sigman",8.96295887961563e-15
"alphar",0.874791766482063
"sigmar",6.11231102171998
"alphaw",1
"sigmaw",0.925814189997068
"sigmaRBC",0.159179737177393
"sigmaRetic",2.79901814255778e-15
"sigmaPd",0.260301437850954
